n
"(:Cliente {idCliente: 1,teléfono: 1234567890,tipoNodo: Cliente,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})"
"(:Cliente {idCliente: 2,teléfono: 0987654321,tipoNodo: Cliente,sexo: F,tieneTitulo: false,edad: 25,nombre: María López})"
"(:Cliente {idCliente: 3,teléfono: 1122334455,tipoNodo: Cliente,sexo: M,tieneTitulo: true,edad: 35,nombre: Carlos Ruiz})"
"(:Cliente {idCliente: 4,teléfono: 5566778899,tipoNodo: Cliente,sexo: F,tieneTitulo: false,edad: 28,nombre: Ana Gómez})"
"(:Cliente {idCliente: 5,teléfono: 6677889900,tipoNodo: Cliente,sexo: M,tieneTitulo: true,edad: 40,nombre: Luis Torres})"
"(:Cliente {idCliente: 6,teléfono: 2233445566,tipoNodo: Cliente,sexo: F,tieneTitulo: true,edad: 22,nombre: Diana Mejía})"
"(:Cliente {idCliente: 7,teléfono: 3344556677,tipoNodo: Cliente,sexo: M,tieneTitulo: false,edad: 45,nombre: Pedro Castro})"
"(:Cliente {idCliente: 8,teléfono: 4455667788,tipoNodo: Cliente,sexo: F,tieneTitulo: true,edad: 33,nombre: Laura Gil})"
"(:Cliente {idCliente: 9,teléfono: 5566778890,tipoNodo: Cliente,sexo: M,tieneTitulo: false,edad: 31,nombre: José Suárez})"
"(:Cliente {idCliente: 10,teléfono: 6677889911,tipoNodo: Cliente,sexo: F,tieneTitulo: false,edad: 29,nombre: Patricia García})"
"(:Cliente {idCliente: 11,teléfono: 7788990022,tipoNodo: Cliente,sexo: M,tieneTitulo: true,edad: 50,nombre: Miguel Valencia})"
"(:Cliente {idCliente: 12,teléfono: 8899001122,tipoNodo: Cliente,sexo: F,tieneTitulo: false,edad: 24,nombre: Elena Molina})"
"(:Cliente {idCliente: 13,teléfono: 9900112233,tipoNodo: Cliente,sexo: M,tieneTitulo: true,edad: 41,nombre: Ricardo Sánchez})"
"(:Cliente {idCliente: 14,teléfono: 1010101010,tipoNodo: Cliente,sexo: F,tieneTitulo: true,edad: 26,nombre: Luisa Moreno})"
"(:Cliente {idCliente: 15,teléfono: 1212121212,tipoNodo: Cliente,sexo: M,tieneTitulo: false,edad: 38,nombre: Jorge Acosta})"
"(:Cliente {idCliente: 16,teléfono: 1313131313,tipoNodo: Cliente,sexo: F,tieneTitulo: true,edad: 27,nombre: Carolina Vega})"
"(:Dirección {barrio: Centro,idDireccion: 1,códigoPostal: 110001,tipoNodo: Dirección,ubicación: Calle 10,número: 25-34})"
"(:Dirección {barrio: Las Flores,idDireccion: 2,códigoPostal: 110002,tipoNodo: Dirección,ubicación: Carrera 8,número: 45-10})"
"(:Dirección {barrio: El Lago,idDireccion: 3,códigoPostal: 110003,tipoNodo: Dirección,ubicación: Avenida 3,número: 36-22})"
"(:Dirección {barrio: San Pedro,idDireccion: 4,códigoPostal: 110004,tipoNodo: Dirección,ubicación: Calle 25,número: 15-70})"
"(:Dirección {barrio: La Esperanza,idDireccion: 5,códigoPostal: 110005,tipoNodo: Dirección,ubicación: Carrera 15,número: 10-56})"
"(:Dirección {barrio: Granada,idDireccion: 6,códigoPostal: 110006,tipoNodo: Dirección,ubicación: Calle 7,número: 20-88})"
"(:Dirección {barrio: Chaparral,idDireccion: 7,códigoPostal: 110007,tipoNodo: Dirección,ubicación: Carrera 12,número: 17-65})"
"(:Dirección {barrio: San Fernando,idDireccion: 8,códigoPostal: 110008,tipoNodo: Dirección,ubicación: Avenida 9,número: 12-90})"
"(:Dirección {barrio: Poblado,idDireccion: 9,códigoPostal: 110009,tipoNodo: Dirección,ubicación: Calle 14,número: 14-32})"
"(:Dirección {barrio: Alameda,idDireccion: 10,códigoPostal: 110010,tipoNodo: Dirección,ubicación: Carrera 5,número: 22-12})"
"(:Dirección {barrio: El Bosque,idDireccion: 11,códigoPostal: 110011,tipoNodo: Dirección,ubicación: Avenida 20,número: 18-53})"
"(:Dirección {barrio: Las Palmas,idDireccion: 12,códigoPostal: 110012,tipoNodo: Dirección,ubicación: Calle 30,número: 13-77})"
"(:Dirección {barrio: Santa Cruz,idDireccion: 13,códigoPostal: 110013,tipoNodo: Dirección,ubicación: Carrera 2,número: 21-84})"
"(:Dirección {barrio: Bellavista,idDireccion: 14,códigoPostal: 110014,tipoNodo: Dirección,ubicación: Avenida 18,número: 30-11})"
"(:Dirección {barrio: Las Acacias,idDireccion: 15,códigoPostal: 110015,tipoNodo: Dirección,ubicación: Calle 4,número: 19-44})"
"(:Dirección {barrio: La Playa,idDireccion: 16,códigoPostal: 110016,tipoNodo: Dirección,ubicación: Carrera 6,número: 29-13})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Bogotá,idCiudad: 1})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Medellín,idCiudad: 2})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Cali,idCiudad: 3})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Barranquilla,idCiudad: 4})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Cartagena,idCiudad: 5})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Bucaramanga,idCiudad: 6})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Pereira,idCiudad: 7})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Manizales,idCiudad: 8})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Santa Marta,idCiudad: 9})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Cúcuta,idCiudad: 10})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Ibagué,idCiudad: 11})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Montería,idCiudad: 12})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Villavicencio,idCiudad: 13})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Pasto,idCiudad: 14})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Armenia,idCiudad: 15})"
"(:Ciudad {país: Colombia,tipoNodo: Ciudad,nombre: Neiva,idCiudad: 16})"
"(:Afición {tipo: Deporte,tipoNodo: Afición,nombre: Ciclismo})"
"(:Afición {tipo: Arte,tipoNodo: Afición,nombre: Fotografía})"
"(:Afición {tipo: Música,tipoNodo: Afición,nombre: Guitarra})"
"(:Afición {tipo: Tecnología,tipoNodo: Afición,nombre: Videojuegos})"
"(:Afición {tipo: Arte,tipoNodo: Afición,nombre: Pintura})"
"(:Afición {tipo: Cultura,tipoNodo: Afición,nombre: Lectura})"
"(:Afición {tipo: Hogar,tipoNodo: Afición,nombre: Cocina})"
"(:Afición {tipo: Deporte,tipoNodo: Afición,nombre: Senderismo})"
"(:Afición {tipo: Deporte,tipoNodo: Afición,nombre: Natación})"
"(:Afición {tipo: Arte,tipoNodo: Afición,nombre: Baile})"
"(:Afición {tipo: Cultura,tipoNodo: Afición,nombre: Yoga})"
"(:Afición {tipo: Deporte,tipoNodo: Afición,nombre: Escalada})"
"(:Afición {tipo: Tecnología,tipoNodo: Afición,nombre: Tecnología})"
"(:Afición {tipo: Tecnología,tipoNodo: Afición,nombre: Programación})"
"(:Afición {tipo: Hogar,tipoNodo: Afición,nombre: Jardinería})"
"(:Afición {tipo: Juego,tipoNodo: Afición,nombre: Ajedrez})"
"(:Estudio {tipoNodo: Estudio,título: Ingeniería,idEstudio: 1})"
"(:Estudio {tipoNodo: Estudio,título: Medicina,idEstudio: 2})"
"(:Estudio {tipoNodo: Estudio,título: Derecho,idEstudio: 3})"
"(:Estudio {tipoNodo: Estudio,título: Arquitectura,idEstudio: 4})"
"(:Estudio {tipoNodo: Estudio,título: Psicología,idEstudio: 5})"
"(:Estudio {tipoNodo: Estudio,título: Administración,idEstudio: 6})"
"(:Estudio {tipoNodo: Estudio,título: Biología,idEstudio: 7})"
"(:Estudio {tipoNodo: Estudio,título: Sociología,idEstudio: 8})"
"(:Estudio {tipoNodo: Estudio,título: Economía,idEstudio: 9})"
"(:Estudio {tipoNodo: Estudio,título: Matemáticas,idEstudio: 10})"
"(:Estudio {tipoNodo: Estudio,título: Física,idEstudio: 11})"
"(:Estudio {tipoNodo: Estudio,título: Historia,idEstudio: 12})"
"(:Estudio {tipoNodo: Estudio,título: Literatura,idEstudio: 13})"
"(:Estudio {tipoNodo: Estudio,título: Química,idEstudio: 14})"
"(:Estudio {tipoNodo: Estudio,título: Filosofía,idEstudio: 15})"
"(:Estudio {tipoNodo: Estudio,título: Antropología,idEstudio: 16})"
"(:Orden {monto: 150.0,tipoNodo: Orden,fechaOrden: 2023-01-15,idOrden: 1})"
"(:Orden {monto: 230.5,tipoNodo: Orden,fechaOrden: 2023-02-20,idOrden: 2})"
"(:Orden {monto: 125.75,tipoNodo: Orden,fechaOrden: 2023-03-18,idOrden: 3})"
"(:Orden {monto: 320.9,tipoNodo: Orden,fechaOrden: 2023-04-25,idOrden: 4})"
"(:Orden {monto: 100.5,tipoNodo: Orden,fechaOrden: 2023-05-10,idOrden: 5})"
"(:Orden {monto: 210.0,tipoNodo: Orden,fechaOrden: 2023-06-22,idOrden: 6})"
"(:Orden {monto: 400.75,tipoNodo: Orden,fechaOrden: 2023-07-19,idOrden: 7})"
"(:Orden {monto: 145.3,tipoNodo: Orden,fechaOrden: 2023-08-30,idOrden: 8})"
"(:Orden {monto: 90.0,tipoNodo: Orden,fechaOrden: 2023-09-15,idOrden: 9})"
"(:Orden {monto: 175.5,tipoNodo: Orden,fechaOrden: 2023-10-05,idOrden: 10})"
"(:Orden {monto: 250.0,tipoNodo: Orden,fechaOrden: 2023-11-12,idOrden: 11})"
"(:Orden {monto: 195.25,tipoNodo: Orden,fechaOrden: 2023-12-01,idOrden: 12})"
"(:Orden {monto: 300.6,tipoNodo: Orden,fechaOrden: 2024-01-10,idOrden: 13})"
"(:Orden {monto: 180.4,tipoNodo: Orden,fechaOrden: 2024-02-14,idOrden: 14})"
"(:Orden {monto: 220.0,tipoNodo: Orden,fechaOrden: 2024-03-20,idOrden: 15})"
"(:Orden {monto: 340.8,tipoNodo: Orden,fechaOrden: 2024-04-25,idOrden: 16})"
"(:Producto {precio: 5.0,tipoNodo: Producto,idProducto: 1,stock: 100,nombre: Café Molido 250g})"
"(:Producto {precio: 10.0,tipoNodo: Producto,idProducto: 2,stock: 75,nombre: Café en Grano 500g})"
"(:Producto {precio: 8.0,tipoNodo: Producto,idProducto: 3,stock: 50,nombre: Taza de Café 12oz})"
"(:Producto {precio: 20.0,tipoNodo: Producto,idProducto: 4,stock: 30,nombre: Prensa Francesa})"
"(:Producto {precio: 15.0,tipoNodo: Producto,idProducto: 5,stock: 40,nombre: Termo para Café 16oz})"
"(:Producto {precio: 6.0,tipoNodo: Producto,idProducto: 6,stock: 80,nombre: Filtro de Café Reutilizable})"
"(:Producto {precio: 7.5,tipoNodo: Producto,idProducto: 7,stock: 90,nombre: Café Descafeinado 250g})"
"(:Producto {precio: 12.0,tipoNodo: Producto,idProducto: 8,stock: 60,nombre: Espumador de Leche})"
"(:Producto {precio: 18.0,tipoNodo: Producto,idProducto: 9,stock: 55,nombre: Café Orgánico 1kg})"
"(:Producto {precio: 25.0,tipoNodo: Producto,idProducto: 10,stock: 25,nombre: Cafetera Italiana})"
"(:Producto {precio: 15.5,tipoNodo: Producto,idProducto: 11,stock: 65,nombre: Molino de Café Manual})"
"(:Producto {precio: 5.5,tipoNodo: Producto,idProducto: 12,stock: 95,nombre: Jarabe de Caramelo para Café})"
"(:Producto {precio: 14.0,tipoNodo: Producto,idProducto: 13,stock: 35,nombre: Juego de Tazas de Café})"
"(:Producto {precio: 9.0,tipoNodo: Producto,idProducto: 14,stock: 70,nombre: Café Molido 1kg})"
"(:Producto {precio: 11.0,tipoNodo: Producto,idProducto: 15,stock: 85,nombre: Café en Cápsulas})"
"(:Producto {precio: 4.5,tipoNodo: Producto,idProducto: 16,stock: 100,nombre: Set de Cucharas Medidoras})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 1,nombre: Café Molido})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 2,nombre: Café en Grano})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 3,nombre: Tazas})"
"(:Categoría {tipoNodo: Categoría,idCategoria: 4,nombre: Accesorios})"
